Rk,G,Date,Age,Tm,HOME,OPP,TOV,DRB,ORB,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,PF,PTS,GmSc,+/-,WIN
29,27,2022-12-16,23-291,DAL,0,POR,4,6,0,1,28:49,11,18,0.611,5,9,0.556,6,7,0.857,6,9,0,0,3,33,27.3,16,1
31,28,2022-12-19,23-294,DAL,1,MIN,4,5,1,1,28:24,5,17,0.294,3,8,0.375,6,7,0.857,6,7,1,0,2,19,12.0,-14,0
32,29,2022-12-21,23-296,DAL,1,MIN,4,8,1,1,37:04,8,16,0.5,1,5,0.2,8,9,0.889,9,10,3,0,1,25,25.3,7,1
33,30,2022-12-23,23-298,DAL,1,HOU,7,8,0,1,42:16,17,30,0.567,6,12,0.5,10,12,0.833,8,10,3,0,3,50,39.2,0,1
34,31,2022-12-25,23-300,DAL,0,LAL,3,6,3,1,39:18,9,16,0.563,2,3,0.667,12,16,0.75,9,9,2,0,5,32,30.0,24,1
35,32,2022-12-27,23-302,DAL,0,NYK,4,16,5,1,47:09,21,31,0.677,2,6,0.333,16,22,0.727,21,10,2,1,5,60,56.3,7,1
36,33,2022-12-29,23-304,DAL,0,HOU,2,11,1,1,34:17,11,21,0.524,4,9,0.444,9,12,0.75,12,13,1,2,1,35,36.6,19,1
37,34,2022-12-31,23-306,DAL,1,SAS,0,5,1,1,37:14,18,29,0.621,6,10,0.6,9,15,0.6,6,9,4,1,3,51,47.5,7,1
38,35,2023-01-02,23-308,DAL,1,HOU,4,10,2,1,41:14,10,26,0.385,1,9,0.111,18,22,0.818,12,8,1,0,2,39,29.4,9,1
39,36,2023-01-05,23-311,DAL,0,BOS,4,9,0,1,31:06,7,23,0.304,0,6,0.0,9,11,0.818,9,3,0,0,4,23,8.1,-20,0
40,37,2023-01-07,23-313,DAL,0,NOP,7,10,0,1,39:26,10,23,0.435,3,6,0.5,11,15,0.733,10,10,0,1,4,34,22.4,7,1
42,38,2023-01-10,23-316,DAL,1,LAC,3,11,0,1,42:48,12,22,0.545,3,9,0.333,16,21,0.762,11,7,2,0,2,43,36.8,-9,0
43,39,2023-01-12,23-318,DAL,1,LAL,5,12,2,1,52:43,14,28,0.5,4,9,0.444,3,7,0.429,14,13,1,1,5,35,28.2,10,1
44,40,2023-01-14,23-320,DAL,1,POR,1,6,0,1,35:33,7,19,0.368,0,5,0.0,1,6,0.167,6,10,1,1,2,15,11.2,-17,0
46,41,2023-01-18,23-324,DAL,0,ATL,7,4,0,1,39:28,9,19,0.474,2,8,0.25,10,12,0.833,4,8,0,0,3,30,18.1,-5,0
47,42,2023-01-20,23-326,DAL,0,MIA,3,11,1,1,37:50,12,24,0.5,5,8,0.625,5,8,0.625,12,7,1,0,0,34,27.7,29,1
48,43,2023-01-22,23-328,DAL,0,LAC,4,7,3,1,38:50,9,21,0.429,3,7,0.429,8,13,0.615,10,4,1,0,3,29,18.7,-23,0
49,44,2023-01-24,23-330,DAL,0,WAS,3,15,0,1,37:46,16,29,0.552,0,4,0.0,9,12,0.75,15,6,1,0,3,41,31.4,-2,0
50,45,2023-01-26,23-332,DAL,1,PHO,0,1,0,1,3:21,0,2,0.0,0,1,0.0,0,0,,1,0,0,0,0,0,-1.1,-4,1
52,46,2023-01-30,23-336,DAL,0,DET,4,8,0,1,36:09,17,24,0.708,5,11,0.455,14,18,0.778,8,5,2,0,2,53,44.5,8,1
53,47,2023-02-02,23-339,DAL,0,NOP,4,8,0,1,22:54,12,19,0.632,2,7,0.286,5,8,0.625,8,4,2,0,2,31,23.7,17,1
58,48,2023-02-11,23-348,DAL,1,SAC,6,8,1,1,41:00,11,20,0.55,2,9,0.222,3,5,0.6,9,5,0,0,0,27,17.2,2,0
59,49,2023-02-13,23-350,DAL,0,MIN,4,11,1,1,36:03,10,20,0.5,2,7,0.286,11,15,0.733,12,6,1,0,3,33,25.4,-12,0
60,50,2023-02-15,23-352,DAL,1,DEN,2,3,1,1,34:59,12,22,0.545,3,8,0.375,10,12,0.833,4,9,4,0,1,37,35.1,-12,0
61,51,2023-02-23,23-360,DAL,0,SAS,1,7,0,1,30:21,8,16,0.5,1,6,0.167,11,12,0.917,7,10,2,2,0,28,31.1,8,1
62,52,2023-02-26,23-363,DAL,0,LAL,6,9,0,1,36:23,10,22,0.455,4,8,0.5,2,4,0.5,9,5,1,0,3,26,13.8,-8,0
63,53,2023-02-28,24-000,DAL,0,IND,2,7,1,1,37:34,14,25,0.56,3,9,0.333,8,12,0.667,8,6,0,1,3,39,30.0,-2,0
64,54,2023-03-02,24-002,DAL,0,PHI,5,3,1,1,39:47,13,22,0.591,7,13,0.538,9,11,0.818,4,12,1,0,2,42,36.2,20,1
65,55,2023-03-05,24-005,DAL,0,PHO,5,9,0,1,35:25,8,23,0.348,1,9,0.111,17,19,0.895,9,4,0,0,4,34,19.2,-11,0
66,56,2023-03-07,24-007,DAL,0,UTA,6,9,1,1,34:26,10,23,0.435,4,11,0.364,5,8,0.625,10,6,2,1,2,29,19.2,2,1
67,57,2023-03-08,24-008,DAL,1,NOP,1,3,0,1,27:49,4,14,0.286,1,5,0.2,6,8,0.75,3,8,1,0,0,15,12.5,-4,0
73,58,2023-03-22,24-022,DAL,0,GSW,5,6,1,1,41:07,11,27,0.407,2,10,0.2,6,10,0.6,7,17,1,0,3,30,23.1,2,0
74,59,2023-03-24,24-024,DAL,0,CHO,5,10,0,1,37:06,12,23,0.522,2,9,0.222,8,10,0.8,10,8,0,1,0,34,26.2,-1,0
75,60,2023-03-26,24-026,DAL,1,CHO,4,11,1,1,40:00,12,29,0.414,7,16,0.438,9,10,0.9,12,8,2,2,2,40,32.3,-11,0
76,61,2023-03-27,24-027,DAL,1,IND,0,5,2,1,28:01,8,17,0.471,4,10,0.4,5,5,1.0,7,6,1,0,0,25,24.4,9,1
77,62,2023-03-29,24-029,DAL,1,PHI,4,9,1,1,37:10,9,20,0.45,4,9,0.444,2,2,1.0,10,8,0,1,3,24,18.1,-7,0
78,63,2023-04-01,24-032,DAL,1,MIA,3,10,0,1,44:31,17,25,0.68,2,6,0.333,6,7,0.857,10,8,2,0,4,42,36.9,-6,0
79,64,2023-04-02,24-033,DAL,1,ATL,5,7,0,1,43:46,8,21,0.381,3,12,0.25,3,4,0.75,7,7,0,1,2,22,12.0,-1,0
80,65,2023-04-05,24-036,DAL,0,SAC,1,9,1,1,38:44,9,19,0.474,3,11,0.273,8,10,0.8,10,6,1,0,3,29,24.9,12,1
81,66,2023-04-07,24-038,DAL,0,CHI,0,5,0,1,12:35,4,11,0.364,0,5,0.0,5,7,0.714,5,3,0,0,1,13,9.3,5,0
1,1,2023-10-25,24-239,DAL,1,SAS,4,12,1,1,34:14,13,25,0.52,3,11,0.273,4,7,0.571,13,10,2,0,1,33,28.4,4,1
2,2,2023-10-27,24-241,DAL,0,BRK,0,9,1,1,36:02,16,25,0.64,9,14,0.643,8,10,0.8,10,7,0,0,1,49,45.0,9,1
3,3,2023-10-30,24-244,DAL,1,MEM,6,12,0,1,40:00,11,22,0.5,6,12,0.5,7,10,0.7,12,12,1,1,4,35,28.9,6,1
4,4,2023-11-01,24-246,DAL,0,CHI,6,7,0,1,40:03,5,16,0.313,1,8,0.125,7,9,0.778,7,10,2,1,2,18,13.0,11,1
5,5,2023-11-03,24-248,DAL,1,DEN,9,7,3,1,38:16,11,24,0.458,6,11,0.545,6,7,0.857,10,8,0,1,2,34,21.9,-4,0
6,6,2023-11-05,24-250,DAL,0,CHO,4,11,1,1,36:25,8,19,0.421,1,9,0.111,6,7,0.857,12,9,0,1,3,23,18.3,3,1
7,7,2023-11-06,24-251,DAL,1,ORL,6,3,0,1,35:09,9,17,0.529,5,10,0.5,6,6,1.0,3,6,2,0,2,29,21.0,7,1
8,8,2023-11-08,24-253,DAL,0,TOR,4,7,0,1,38:24,11,26,0.423,2,10,0.2,7,10,0.7,7,8,4,1,3,31,23.2,-7,0
9,9,2023-11-10,24-255,DAL,0,LAC,1,6,0,1,31:41,17,21,0.81,6,9,0.667,4,4,1.0,6,6,1,0,1,44,41.7,32,1
10,10,2023-11-12,24-257,DAL,1,NOP,2,4,0,1,27:59,11,18,0.611,4,9,0.444,4,5,0.8,4,9,1,0,0,30,27.9,14,1
11,11,2023-11-14,24-259,DAL,1,NOP,8,1,1,1,26:15,5,16,0.313,3,5,0.6,3,5,0.6,2,2,0,0,0,16,0.4,-26,0
12,12,2023-11-15,24-260,DAL,1,WAS,3,6,1,1,32:25,7,18,0.389,4,11,0.364,8,12,0.667,7,10,0,0,2,26,20.3,12,1
13,13,2023-11-18,24-263,DAL,1,MIL,3,8,1,1,35:19,15,26,0.577,4,9,0.444,1,4,0.25,9,9,0,0,1,35,27.6,-17,0
14,14,2023-11-19,24-264,DAL,0,SAC,2,9,1,1,31:47,7,19,0.368,3,7,0.429,8,10,0.8,10,7,3,0,0,25,23.0,-14,0
15,15,2023-11-22,24-267,DAL,1,LAL,0,12,0,1,38:45,10,26,0.385,3,12,0.25,7,8,0.875,12,8,2,0,2,30,25.8,-11,1
16,16,2023-11-25,24-270,DAL,1,LAC,4,3,0,1,38:05,12,27,0.444,1,8,0.125,5,5,1.0,3,4,2,2,4,30,17.4,-14,0
17,17,2023-11-28,24-273,DAL,0,HOU,0,9,0,1,37:56,15,29,0.517,3,10,0.3,8,9,0.889,9,9,2,0,3,41,36.1,12,1
19,18,2023-12-02,24-277,DAL,0,OKC,7,13,2,1,45:59,11,22,0.5,5,13,0.385,9,14,0.643,15,18,2,2,2,36,36.5,-7,0
20,19,2023-12-06,24-281,DAL,0,UTA,4,8,2,1,31:57,14,25,0.56,6,12,0.5,6,8,0.75,10,11,1,0,2,40,35.0,34,1
21,20,2023-12-08,24-283,DAL,1,POR,5,6,0,1,41:09,11,28,0.393,3,14,0.214,7,8,0.875,6,10,1,1,1,32,21.5,13,1
22,21,2023-12-11,24-286,DAL,1,MEM,3,8,0,1,43:53,9,21,0.429,5,10,0.5,12,13,0.923,8,6,2,2,3,35,29.3,3,1
23,22,2023-12-12,24-287,DAL,0,LAL,4,6,0,1,43:20,12,28,0.429,3,10,0.3,6,6,1.0,6,17,1,0,0,33,28.9,10,1
24,23,2023-12-14,24-289,DAL,0,MIN,8,5,1,1,39:19,15,27,0.556,2,7,0.286,7,7,1.0,6,13,2,0,2,39,30.6,-12,0
25,24,2023-12-16,24-291,DAL,1,POR,4,10,2,1,37:21,15,28,0.536,4,12,0.333,6,6,1.0,12,10,1,0,3,40,33.6,-4,1
26,25,2023-12-18,24-293,DAL,1,DEN,3,8,3,1,36:22,13,24,0.542,6,12,0.5,6,10,0.6,11,8,0,0,1,38,31.5,-29,0
27,26,2023-12-20,24-295,DAL,0,LAC,5,8,1,1,44:22,9,25,0.36,2,11,0.182,8,14,0.571,9,10,1,0,1,28,17.4,-4,0
29,27,2023-12-23,24-298,DAL,0,SAS,2,10,2,1,31:37,13,27,0.481,5,10,0.5,8,11,0.727,12,10,1,1,1,39,34.8,37,1
30,28,2023-12-25,24-300,DAL,1,PHO,4,5,1,1,43:31,15,25,0.6,8,16,0.5,12,12,1.0,6,15,4,3,2,50,52.5,16,1
31,29,2023-12-27,24-302,DAL,0,CLE,5,7,0,1,36:36,14,29,0.483,3,10,0.3,8,10,0.8,7,6,2,2,0,39,28.2,-9,0
33,30,2023-12-30,24-305,DAL,1,GSW,4,8,0,1,37:31,14,29,0.483,5,13,0.385,6,7,0.857,8,10,1,1,3,39,29.8,9,1
34,31,2024-01-01,24-307,DAL,1,UTA,4,6,0,1,33:44,6,20,0.3,3,13,0.231,4,6,0.667,6,14,1,0,1,19,14.8,-17,0
35,32,2024-01-03,24-309,DAL,0,POR,4,6,0,1,30:32,13,21,0.619,4,7,0.571,11,14,0.786,6,5,1,0,1,41,32.2,23,1
37,33,2024-01-07,24-313,DAL,0,MIN,3,6,0,1,39:19,12,26,0.462,5,12,0.417,5,8,0.625,6,8,1,0,3,34,23.6,5,1
38,34,2024-01-09,24-315,DAL,0,MEM,3,6,0,1,35:54,9,21,0.429,2,8,0.25,11,15,0.733,6,6,3,0,1,31,23.9,-14,0
42,35,2024-01-17,24-323,DAL,1,LAL,4,13,0,1,36:12,12,24,0.5,2,9,0.222,7,9,0.778,13,10,2,2,2,33,29.7,-15,0
43,36,2024-01-22,24-328,DAL,0,BOS,3,13,5,1,39:38,12,30,0.4,2,8,0.25,7,11,0.636,18,13,2,0,5,33,28.7,-13,0
44,37,2024-01-24,24-330,DAL,0,PHO,5,7,1,1,38:32,11,24,0.458,4,11,0.364,8,12,0.667,8,9,1,2,1,34,26.1,-22,0
45,38,2024-01-26,24-332,DAL,1,ATL,4,10,0,1,44:43,25,33,0.758,8,13,0.615,15,16,0.938,10,7,1,0,1,73,64.0,13,1
46,39,2024-01-27,24-333,DAL,0,SAC,3,8,2,1,46:08,9,26,0.346,1,9,0.111,9,12,0.75,10,17,2,1,3,28,26.4,2,0
47,40,2024-01-29,24-335,DAL,0,ORL,4,9,0,1,43:00,12,23,0.522,3,8,0.375,18,21,0.857,9,15,2,0,4,45,42.1,3,1
49,41,2024-02-03,24-340,DAL,0,MIL,9,8,1,1,42:25,13,26,0.5,4,12,0.333,10,11,0.909,9,11,1,0,4,40,27.8,-12,0
50,42,2024-02-05,24-342,DAL,1,PHI,3,8,0,1,35:34,6,15,0.4,4,10,0.4,3,5,0.6,8,3,1,0,3,19,11.4,17,1
51,43,2024-02-06,24-343,DAL,1,BRK,1,17,1,1,43:01,13,27,0.481,4,11,0.364,5,10,0.5,18,9,2,1,3,35,31.9,6,1
52,44,2024-02-08,24-345,DAL,1,NYK,3,8,0,1,40:09,13,24,0.542,7,14,0.5,6,7,0.857,8,11,4,1,1,39,38.4,18,1
53,45,2024-02-10,24-347,DAL,0,OKC,3,8,0,1,31:18,9,14,0.643,4,8,0.5,10,13,0.769,8,9,0,0,3,32,29.1,18,1
54,46,2024-02-12,24-349,DAL,0,WAS,5,10,1,1,37:17,8,16,0.5,2,7,0.286,8,11,0.727,11,15,1,2,3,26,27.2,19,1
55,47,2024-02-14,24-351,DAL,0,SAS,5,9,0,1,31:19,11,20,0.55,1,8,0.125,4,4,1.0,9,8,2,1,2,27,22.6,25,1
56,48,2024-02-22,24-359,DAL,0,PHO,3,9,0,1,38:03,14,27,0.519,6,11,0.545,7,7,1.0,9,11,3,0,4,41,36.5,9,1
57,49,2024-02-25,24-362,DAL,1,IND,3,5,1,1,33:06,10,21,0.476,4,8,0.5,9,12,0.75,6,6,1,2,4,33,25.3,-13,0
58,50,2024-02-27,24-364,DAL,1,CLE,1,9,0,1,41:16,17,29,0.586,6,11,0.545,5,5,1.0,9,14,3,0,1,45,45.6,13,0
59,51,2024-02-28,25-000,DAL,1,TOR,5,11,1,1,35:37,11,23,0.478,1,8,0.125,7,9,0.778,12,16,2,0,3,30,28.5,11,1
60,52,2024-03-01,25-002,DAL,1,BOS,2,9,3,1,36:33,14,25,0.56,3,9,0.333,6,8,0.75,12,11,0,0,3,37,33.6,-20,0
61,53,2024-03-03,25-004,DAL,0,PHI,7,9,2,1,40:17,14,27,0.519,4,10,0.4,6,6,1.0,11,10,1,0,2,38,29.0,9,0
62,54,2024-03-05,25-006,DAL,0,IND,5,10,0,1,42:48,15,30,0.5,4,13,0.308,5,6,0.833,10,11,0,0,4,39,27.7,-18,0
63,55,2024-03-07,25-008,DAL,0,MIA,4,11,0,1,39:33,12,24,0.5,7,13,0.538,4,4,1.0,11,11,1,0,2,35,30.2,11,1
64,56,2024-03-09,25-010,DAL,1,DET,6,10,0,1,36:38,13,24,0.542,4,13,0.308,9,10,0.9,10,10,3,2,1,39,35.0,13,1
65,57,2024-03-11,25-012,DAL,1,CHI,2,10,2,1,33:37,9,23,0.391,6,15,0.4,3,4,0.75,12,14,1,0,2,27,26.5,34,1
66,58,2024-03-13,25-014,DAL,0,GSW,6,2,1,1,29:35,7,18,0.389,1,6,0.167,6,8,0.75,3,9,0,0,0,21,12.0,14,1
68,59,2024-03-17,25-018,DAL,0,DEN,3,6,4,1,40:08,12,27,0.444,5,11,0.455,8,10,0.8,10,3,2,0,3,37,26.6,-1,1
69,60,2024-03-19,25-020,DAL,1,SAS,4,10,0,1,40:26,6,27,0.222,2,12,0.167,4,5,0.8,10,16,1,0,0,18,12.3,5,1
70,61,2024-03-21,25-022,DAL,0,UTA,4,8,1,1,34:40,11,23,0.478,4,10,0.4,8,12,0.667,9,8,4,0,2,34,28.6,-3,1
71,62,2024-03-25,25-026,DAL,1,UTA,4,10,2,1,41:11,10,24,0.417,2,11,0.182,7,8,0.875,12,13,1,1,3,29,25.8,10,1
72,63,2024-03-26,25-027,DAL,1,SAC,4,10,1,1,31:41,10,18,0.556,4,8,0.5,4,5,0.8,11,6,2,0,4,28,23.3,18,1
73,64,2024-03-29,25-030,DAL,1,SAC,5,9,0,1,40:52,6,14,0.429,4,8,0.5,10,14,0.714,9,12,2,0,2,26,24.3,6,1
74,65,2024-03-31,25-032,DAL,1,HOU,4,12,0,1,35:12,18,30,0.6,9,16,0.563,2,5,0.4,12,7,2,0,1,47,38.1,12,1
75,66,2024-04-02,25-034,DAL,1,GSW,5,11,1,1,39:12,11,22,0.5,5,11,0.455,3,4,0.75,12,11,0,0,1,30,24.9,9,0
76,67,2024-04-04,25-036,DAL,0,ATL,5,12,0,1,37:02,8,25,0.32,6,15,0.4,3,3,1.0,12,8,2,1,3,25,16.4,21,1
78,68,2024-04-07,25-039,DAL,0,HOU,7,7,2,1,45:25,12,21,0.571,4,10,0.4,9,9,1.0,9,12,0,2,5,37,31.4,20,1
79,69,2024-04-09,25-041,DAL,1,CHO,4,10,2,1,34:45,13,25,0.52,8,17,0.471,5,7,0.714,12,10,0,1,2,39,33.2,22,1
80,70,2024-04-10,25-042,DAL,1,MIA,3,8,1,1,35:59,9,23,0.391,4,15,0.267,7,8,0.875,9,9,0,0,4,29,20.9,7,1
